image_id_1,object_id_1,image_id_2,object_id_2,distance,occlusion,raw_distance,raw_occlusion
01d5e87f51409a28,0,01d5e87f51409a28,1,1,0,1,0
01d67c6f223705c6,0,01d67c6f223705c6,1,-1,0,"2,1,3","0,0,0"
01d81023157e9043,0,01d81023157e9043,1,1,1,1,1
01d85d44b34d7b4b,0,01d85d44b34d7b4b,1,1,1,"1,1,1","0,1,1"
01d8bf748c8ef43e,0,01d8bf748c8ef43e,1,2,0,2,0
01e178f0335f1f42,0,01e178f0335f1f42,1,3,0,3,0
01ed0d5c39cf698a,0,01ed0d5c39cf698a,1,2,3,2,3
01edc7936710d4ba,0,01edc7936710d4ba,1,1,1,"1,1,1","1,1,0"
01f528068ab996ed,0,01f528068ab996ed,1,1,0,1,0
01fb4a59628ef325,0,01fb4a59628ef325,1,1,0,1,0
020294a97cbd1bba,0,020294a97cbd1bba,1,3,0,3,0
0203c8d86d4e98e3,0,0203c8d86d4e98e3,1,3,0,3,0
0208bc6ff8213d68,0,0208bc6ff8213d68,1,1,0,1,0
020ec8bcd42ccfd2,0,020ec8bcd42ccfd2,1,1,1,1,1
020f672345d8c3d0,0,020f672345d8c3d0,1,1,0,1,0
021308fcd9c9f98a,0,021308fcd9c9f98a,1,1,0,1,0
021a2f2ab3934f28,0,021a2f2ab3934f28,1,2,0,2,0
021fbb417ded1360,0,021fbb417ded1360,1,1,0,1,0
0220a434aa8bf029,0,0220a434aa8bf029,1,2,1,2,1
02274483a90ba59f,0,02274483a90ba59f,1,2,2,2,2
02287d8204e3910c,0,02287d8204e3910c,1,2,0,2,0
022c3199d68c6f71,0,022c3199d68c6f71,1,1,0,"1,1,1","0,0,0"
023053d6f68a6d64,0,023053d6f68a6d64,1,1,0,1,0
023aec155a9c879c,0,023aec155a9c879c,1,1,0,1,0
023b88fa3e15efad,0,023b88fa3e15efad,1,2,0,2,0
023b957b9a64afe2,0,023b957b9a64afe2,1,2,0,2,0
023ba13a10a0d46d,0,023ba13a10a0d46d,1,2,0,2,0
02478d38c2f00bfc,0,02478d38c2f00bfc,1,0,0,0,0
0248bfa1b95b23cc,0,0248bfa1b95b23cc,1,1,0,1,0
024aecc0501ef803,0,024aecc0501ef803,1,3,2,3,2
024d51010a84da96,0,024d51010a84da96,1,2,2,2,2
024ee939e551563b,0,024ee939e551563b,1,1,0,1,0
02565966cfecd4b4,0,02565966cfecd4b4,1,2,2,2,2
025aad2119b35e45,0,025aad2119b35e45,1,1,1,1,1
025b479cccb16682,0,025b479cccb16682,1,0,0,0,0
025dabd4fd2bb8f6,0,025dabd4fd2bb8f6,1,1,0,1,0
025e3478b3961a0c,0,025e3478b3961a0c,1,2,2,2,2
02625c0468249dbc,0,02625c0468249dbc,1,1,0,1,0
02652b636f0f5326,0,02652b636f0f5326,1,0,0,0,0
026722c6728dc411,0,026722c6728dc411,1,2,0,2,0
02681ba7eac8f937,0,02681ba7eac8f937,1,1,0,1,0
026ae7f3dd4f2967,0,026ae7f3dd4f2967,1,2,0,2,0
0275347c91efaade,0,0275347c91efaade,1,1,0,1,0
027da33a111cbdeb,0,027da33a111cbdeb,1,1,0,1,0
027fddf374adb7d5,0,027fddf374adb7d5,1,3,0,3,0
0282ed2f2cdfa182,0,0282ed2f2cdfa182,1,1,0,1,0
02881331edb14819,0,02881331edb14819,1,3,0,3,0
0289233f3f1544f7,0,0289233f3f1544f7,1,2,0,2,0
028d3dd7dc1f602e,0,028d3dd7dc1f602e,1,2,0,2,0
02a2542315e3c00c,0,02a2542315e3c00c,1,1,0,1,0
02a6099dad56d840,0,02a6099dad56d840,1,2,0,"2,1,2","0,0,0"
02a707c9f0f63ce1,0,02a707c9f0f63ce1,1,2,0,2,0
02b12dcb07caae98,0,02b12dcb07caae98,1,2,0,2,0
02bbecefc532ab84,0,02bbecefc532ab84,1,2,0,"1,2,2","0,0,0"
02c3d370af849daa,0,02c3d370af849daa,1,2,0,2,0
02ce5868e3d0bed0,0,02ce5868e3d0bed0,1,1,0,1,0
02d1857f35481495,0,02d1857f35481495,1,2,1,2,1
02d3295d62eb6075,0,02d3295d62eb6075,1,3,0,3,0
02d7b8ae098122a0,0,02d7b8ae098122a0,1,0,0,0,0
02daf5e7a7529e26,0,02daf5e7a7529e26,1,1,0,1,0
02db22d13c75c0ee,0,02db22d13c75c0ee,1,2,0,2,0
02e0880f51814b02,0,02e0880f51814b02,1,2,0,2,0
02f016de8624dae7,0,02f016de8624dae7,1,2,2,"2,2,2","0,2,2"
02f9c518bacfae02,0,02f9c518bacfae02,1,0,0,0,0
02fa154f391331d2,0,02fa154f391331d2,1,2,0,2,0
0304f7ea87e3a125,0,0304f7ea87e3a125,1,0,0,0,0
0307136efaff0b39,0,0307136efaff0b39,1,1,0,1,0
030d0ea9138fca78,0,030d0ea9138fca78,1,1,0,1,0
0313bf1cae526879,0,0313bf1cae526879,1,3,0,"3,3,3","0,0,0"
0319734b6a7753e7,0,0319734b6a7753e7,1,1,1,1,1
031fb2a7f9ccabe4,0,031fb2a7f9ccabe4,1,1,0,1,0
0324300010fdc6b2,0,0324300010fdc6b2,1,0,0,0,0
0325c19d2cf946bc,0,0325c19d2cf946bc,1,2,2,2,2
0328902374a00aaf,0,0328902374a00aaf,1,1,1,1,1
0329341cb5bdb34a,0,0329341cb5bdb34a,1,2,0,2,0
0346d3dff661e41a,0,0346d3dff661e41a,1,1,0,1,0
034cb3e8acf24f4a,0,034cb3e8acf24f4a,1,1,1,1,1
03568061c797948b,0,03568061c797948b,1,1,1,"1,3,1","1,1,1"
035a6dd65be82a6d,0,035a6dd65be82a6d,1,3,0,3,0
035e213d3633e7b4,0,035e213d3633e7b4,1,2,0,2,0
035efdbc362a1696,0,035efdbc362a1696,1,3,0,3,0
03600407375b4e17,0,03600407375b4e17,1,1,0,1,0
03610646ca1e71a7,0,03610646ca1e71a7,1,2,0,2,0
0364c26ec2861b9a,0,0364c26ec2861b9a,1,2,0,2,0
03655ec317754a78,0,03655ec317754a78,1,2,2,2,2
036924646f013d35,0,036924646f013d35,1,2,0,2,0
0369a09ff0a2cfe7,0,0369a09ff0a2cfe7,1,2,0,2,0
036d0336544e1088,0,036d0336544e1088,1,2,2,2,2
036f98ac80260d1b,0,036f98ac80260d1b,1,2,0,2,0
038596110c8e6992,0,038596110c8e6992,1,2,0,2,0
038758e37ef439c7,0,038758e37ef439c7,1,2,0,2,0
038b7449ea4d36c5,0,038b7449ea4d36c5,1,1,1,1,1
03a76011de8d470a,0,03a76011de8d470a,1,0,0,0,0
03aea9956c16f5d1,0,03aea9956c16f5d1,1,2,0,2,0
03c86373a630f2ee,0,03c86373a630f2ee,1,1,0,1,0
03d1492ceb1b94a1,0,03d1492ceb1b94a1,1,1,2,1,2
03d277285c636493,0,03d277285c636493,1,3,0,"1,3,3","0,0,0"
03d60aa381806fbc,0,03d60aa381806fbc,1,1,0,1,0
03d8f45770b60260,0,03d8f45770b60260,1,3,0,3,0
03dfe59b4d548bf6,0,03dfe59b4d548bf6,1,3,0,3,0
03eafca1d2b01607,0,03eafca1d2b01607,1,1,0,"1,1,1","0,0,0"
03ebbc7b94ecf803,0,03ebbc7b94ecf803,1,3,0,3,0
03ebbf6c216df915,0,03ebbf6c216df915,1,1,1,1,1
04053bf6d1dd4ad1,0,04053bf6d1dd4ad1,1,2,0,"2,2,2","0,0,0"
0411680d6147c747,0,0411680d6147c747,1,1,0,1,0
04174e57262f3341,0,04174e57262f3341,1,2,0,2,0
0417e2e760909356,0,0417e2e760909356,1,2,0,2,0
0417edec0e7de06e,0,0417edec0e7de06e,1,1,1,1,1
041ff44c6e876990,0,041ff44c6e876990,1,1,-1,"1,1,1","2,0,1"
04238df0c7231824,0,04238df0c7231824,1,1,0,1,0
042dc29b00944984,0,042dc29b00944984,1,2,0,2,0
043309f17e577bad,0,043309f17e577bad,1,1,0,1,0
04352483047c003d,0,04352483047c003d,1,2,2,2,2
04394c9f2e621cfd,0,04394c9f2e621cfd,1,2,0,2,0
043e19fd375375ff,0,043e19fd375375ff,1,2,0,2,0
044126821f9bcf71,0,044126821f9bcf71,1,0,0,0,0
044160959d9123ec,0,044160959d9123ec,1,2,0,2,0
0448987c2d13acb4,0,0448987c2d13acb4,1,1,1,1,1
045b7a56c15162fd,0,045b7a56c15162fd,1,2,0,2,0
045c98c84674682e,0,045c98c84674682e,1,1,1,"1,1,1","1,0,1"
04603aebf1e31aa6,0,04603aebf1e31aa6,1,3,0,3,0
046339363b4d25f8,0,046339363b4d25f8,1,0,0,0,0
046428e17e10c2b1,0,046428e17e10c2b1,1,1,0,1,0
046448e18e7803e8,0,046448e18e7803e8,1,0,0,"0,0,0","0,0,0"
0464d9801ee9dd73,0,0464d9801ee9dd73,1,1,0,1,0
046766f77463b68b,0,046766f77463b68b,1,1,1,1,1
046a3db9ffea23c2,0,046a3db9ffea23c2,1,2,0,2,0
046a5dea7fbf7294,0,046a5dea7fbf7294,1,2,0,2,0
046cfb1c653f3931,0,046cfb1c653f3931,1,2,2,2,2
046dd9b73786f742,0,046dd9b73786f742,1,2,0,2,0
046e00e15f0eb69a,0,046e00e15f0eb69a,1,1,0,1,0
046fc53bad1ad970,0,046fc53bad1ad970,1,2,2,"2,2,2","2,2,2"
04703117d6e19d08,0,04703117d6e19d08,1,2,0,"2,2,2","0,0,0"
047202d1f56b4b0a,0,047202d1f56b4b0a,1,1,0,1,0
0474adedd29d2dd5,0,0474adedd29d2dd5,1,1,0,1,0
0477e0d4209ad550,0,0477e0d4209ad550,1,2,0,2,0
047dbbc58be74a87,0,047dbbc58be74a87,1,2,2,2,2
049389bc78b0b49e,0,049389bc78b0b49e,1,2,0,2,0
04986bb5c9661e05,0,04986bb5c9661e05,1,1,0,1,0
04991d0e22f98505,0,04991d0e22f98505,1,0,0,0,0
04a6db7809ce26ee,0,04a6db7809ce26ee,1,1,0,1,0
04a879cdca223eda,0,04a879cdca223eda,1,3,3,3,3
04ad97efeee1f3fe,0,04ad97efeee1f3fe,1,1,0,1,0
04b498c9f16733f4,0,04b498c9f16733f4,1,1,1,"1,1,1","1,0,1"
04ca044fafe45e1c,0,04ca044fafe45e1c,1,1,1,1,1
04cecc622b3e84b1,0,04cecc622b3e84b1,1,2,0,2,0
04d9fc4994dccdf8,0,04d9fc4994dccdf8,1,1,1,1,1
04da24f86d8dfd40,0,04da24f86d8dfd40,1,1,0,1,0
04defc017426dc2c,0,04defc017426dc2c,1,3,0,3,0
04e583752436588b,0,04e583752436588b,1,2,0,2,0
04fb680353bd2b0c,0,04fb680353bd2b0c,1,2,0,2,0
04fd9782b5cdd5b0,0,04fd9782b5cdd5b0,1,1,1,1,1
05011f641863201b,0,05011f641863201b,1,2,0,2,0
0503c9730d2fc194,0,0503c9730d2fc194,1,2,0,2,0
050f21f4474fdebc,0,050f21f4474fdebc,1,0,0,0,0
0513a8b65c146216,0,0513a8b65c146216,1,1,0,1,0
051a89aec207a51b,0,051a89aec207a51b,1,3,1,3,1
052e668fa8a1b780,0,052e668fa8a1b780,1,2,2,2,2
05387cb79b61541f,0,05387cb79b61541f,1,1,1,1,1
0540103ceb7364db,0,0540103ceb7364db,1,1,0,1,0
05414197811a2330,0,05414197811a2330,1,1,0,1,0
05435a7258362a93,0,05435a7258362a93,1,1,0,1,0
05451d110babc62d,0,05451d110babc62d,1,1,3,1,3
0547fa81075b8930,0,0547fa81075b8930,1,0,0,0,0
0548db81b72b343d,0,0548db81b72b343d,1,2,2,2,2
05495b25ee5ddec2,0,05495b25ee5ddec2,1,0,0,0,0
054ccbb6c6389feb,0,054ccbb6c6389feb,1,2,2,2,2
0556c18e95979e0a,0,0556c18e95979e0a,1,1,0,"1,1,1","0,0,0"
0558f03e96aea436,0,0558f03e96aea436,1,2,0,2,0
05594c303af8d848,0,05594c303af8d848,1,2,0,2,0
055a66d4a5c5b781,0,055a66d4a5c5b781,1,1,0,1,0
055e56e2a808ba71,0,055e56e2a808ba71,1,1,2,1,2
056304de2fdd6411,0,056304de2fdd6411,1,2,0,2,0
0564e7aee0c308fc,0,0564e7aee0c308fc,1,2,0,2,0
056fb7b31c574364,0,056fb7b31c574364,1,2,3,2,3
057066bdc0b6218c,0,057066bdc0b6218c,1,2,0,2,0
05732f1720b77aaa,0,05732f1720b77aaa,1,2,0,2,0
0578c7c87758f288,0,0578c7c87758f288,1,2,0,2,0
05827c4d5dc9a0f8,0,05827c4d5dc9a0f8,1,1,1,1,1
0583ec1f464f5654,0,0583ec1f464f5654,1,1,0,1,0
058773f165604570,0,058773f165604570,1,3,0,3,0
058a98bbc94c832e,0,058a98bbc94c832e,1,2,0,2,0
058dfd897485bb93,0,058dfd897485bb93,1,1,1,1,1
0593063af7a8e798,0,0593063af7a8e798,1,1,0,1,0
059e842b7c5dc3f3,0,059e842b7c5dc3f3,1,1,1,1,1
059eba6f7310c6b7,0,059eba6f7310c6b7,1,2,0,2,0
05a2f3a6563cbdf6,0,05a2f3a6563cbdf6,1,3,0,3,0
05a9e4ed28fcb725,0,05a9e4ed28fcb725,1,1,0,1,0
05ad049ce58db5d2,0,05ad049ce58db5d2,1,2,0,2,0
05af15dcce703633,0,05af15dcce703633,1,3,0,3,0
05c47384ed8c01a5,0,05c47384ed8c01a5,1,1,0,1,0
05cf89ed5d56e621,0,05cf89ed5d56e621,1,2,0,2,0
05d5e164b67e297f,0,05d5e164b67e297f,1,2,0,2,0
05e1c297847ec3ca,0,05e1c297847ec3ca,1,0,0,"0,0,0","0,0,0"
05e7b5af0e8c7431,0,05e7b5af0e8c7431,1,1,0,1,0
05e901498db30c39,0,05e901498db30c39,1,2,2,2,2
05f4088acda20ddd,0,05f4088acda20ddd,1,3,0,3,0
05f9ee3e2ede1d1e,0,05f9ee3e2ede1d1e,1,3,1,3,1
05faaee515189773,0,05faaee515189773,1,0,0,0,0
0614d7c939721040,0,0614d7c939721040,1,1,1,1,1
061bec9dc77cc1dc,0,061bec9dc77cc1dc,1,1,0,1,0
061cc9c53e8e20c7,0,061cc9c53e8e20c7,1,1,0,1,0
061d04db31c2290f,0,061d04db31c2290f,1,2,0,2,0
0622611b3f420e43,0,0622611b3f420e43,1,0,0,0,0
06279111df173382,0,06279111df173382,1,1,0,1,0
062b17c24040267b,0,062b17c24040267b,1,2,0,2,0
062edb03c7538317,0,062edb03c7538317,1,1,1,"1,1,1","1,1,1"
063b89914546234d,0,063b89914546234d,1,1,0,1,0
06434a26d6689ea1,0,06434a26d6689ea1,1,1,0,1,0
0645034b508b2cc0,0,0645034b508b2cc0,1,1,0,1,0
06465548ea197bab,0,06465548ea197bab,1,3,0,3,0
0647e8855901c6f2,0,0647e8855901c6f2,1,-1,0,"2,3,1","0,0,0"
064860a07879bcc6,0,064860a07879bcc6,1,2,0,2,0
0648c5a4dd2a5eb0,0,0648c5a4dd2a5eb0,1,2,2,2,2
064ee933e1432cd5,0,064ee933e1432cd5,1,3,2,3,2
0651a3f37917fd16,0,0651a3f37917fd16,1,1,0,1,0
065e163d92d2743f,0,065e163d92d2743f,1,1,1,1,1
0660f85e718d2c26,0,0660f85e718d2c26,1,2,0,2,0
06617ef7e025c86e,0,06617ef7e025c86e,1,1,0,"1,0,1","0,0,1"
0662bbf6e82a35d2,0,0662bbf6e82a35d2,1,2,0,2,0
066c06d755512f69,0,066c06d755512f69,1,1,0,1,0
066d106cbd2e610c,0,066d106cbd2e610c,1,2,0,2,0
0670252edced6c16,0,0670252edced6c16,1,3,0,3,0
067130a3d7578639,0,067130a3d7578639,1,3,3,3,3
06733f46784bd02d,0,06733f46784bd02d,1,1,0,"2,1,1","2,0,0"
0675ad767ad1216a,0,0675ad767ad1216a,1,2,0,2,0
067936145f20983b,0,067936145f20983b,1,3,0,3,0
067b3591e94386b1,0,067b3591e94386b1,1,2,0,2,0
06883bd183487a33,0,06883bd183487a33,1,1,0,"1,1,1","0,0,0"
068e3e2157fbf63f,0,068e3e2157fbf63f,1,2,2,2,2
0695a885617c2b61,0,0695a885617c2b61,1,0,0,0,0
06a2933b592f83fd,0,06a2933b592f83fd,1,1,1,1,1
06ac3664e4f858d1,0,06ac3664e4f858d1,1,0,0,0,0
06acb7a46f095007,0,06acb7a46f095007,1,1,0,1,0
06b7457739f6fbab,0,06b7457739f6fbab,1,0,0,0,0
06b8bcc2f82cba14,0,06b8bcc2f82cba14,1,2,0,"2,2,2","0,0,0"
06be181c407e42d9,0,06be181c407e42d9,1,1,0,1,0
06be52578d070c8c,0,06be52578d070c8c,1,1,1,1,1
06bf4c6f0b8f17e3,0,06bf4c6f0b8f17e3,1,3,3,3,3
06bfa4d21a1d418e,0,06bfa4d21a1d418e,1,1,1,1,1
06c214e2cb83b7c4,0,06c214e2cb83b7c4,1,1,0,1,0
06c29b463d3f8109,0,06c29b463d3f8109,1,1,1,"1,1,1","1,0,1"
06c3973aab9f1cc6,0,06c3973aab9f1cc6,1,0,0,0,0
06cc6ec6bcd53d18,0,06cc6ec6bcd53d18,1,1,1,1,1
06d0378352df6f8b,0,06d0378352df6f8b,1,1,0,1,0
06d3a17f23232572,0,06d3a17f23232572,1,1,0,1,0
06d7da8482bed7bc,0,06d7da8482bed7bc,1,2,2,2,2
06e2adbb31b38b31,0,06e2adbb31b38b31,1,2,0,2,0
06e7c10663be09c0,0,06e7c10663be09c0,1,1,0,1,0
06e8b223aa3bc73b,0,06e8b223aa3bc73b,1,2,0,2,0
06f0a0525e2b50a7,0,06f0a0525e2b50a7,1,1,0,1,0
070990e2d62530d9,0,070990e2d62530d9,1,2,2,"1,2,2","1,2,2"
070b4af727a1ee6f,0,070b4af727a1ee6f,1,1,0,1,0
07159300be59b1a1,0,07159300be59b1a1,1,1,1,1,1
